vserver,status,OS,DB,cluster,vhost,DataCenter,vcpu,memory,disk-size,organization,service-id,service-name
sysa34168,運用中,Linux V6 (SL),-,vmcloud010,awsef000394,東京,2,2,80,ＩＴシステム本部,SYS0252,サービス902
sysa34169,運用中,Linux V6 (SL),-,vmcloud009,awsef000309,東京,2,2,60,ＩＴシステム本部,SYS0252,サービス903
sysa34170,運用中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,2,2,60,ＩＴシステム本部,SYS0252,サービス904
sysa34171,運用中,Linux V6 (SL),-,vmcloud009,awsef000425,東京,2,2,50,ＩＴシステム本部,SYS0252,サービス905
sysa34172,運用中,Linux V6 (SL),-,vmcloud010,awsef000396,東京,2,2,50,ＩＴシステム本部,SYS0252,サービス906
sysa34173,運用中,Linux V6 (SL),-,vmcloud009,awsef000397,東京,2,2,50,ＩＴシステム本部,SYS0252,サービス907
sysa34174,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,2,2,50,ＩＴシステム本部,SYS0252,サービス908
sysa34177,運用中,Linux V6 (SL),-,TKY4F-C9A,awsef100241,東京,1,2,40,システム基盤本部,STD1086,サービス909
sysa34178,運用中,Linux V6 (SL),-,TKY4F-C9B,awsef100242,東京,1,2,40,システム基盤本部,STD1086,サービス910
sysa34179,運用中,Linux V6 (SL),-,TKY4F-C9A,awsef100185,東京,1,2,40,システム基盤本部,STD1086,サービス911
sysa34180,運用中,Linux V6 (SL),-,TKY4F-C9B,awsef000412,東京,1,2,40,システム基盤本部,STD1086,サービス912
sysa34181,運用中,Linux V6 (SL),-,TKY4F-C9A,awsef000407,東京,2,2,50,法人サービス事業部,BSD1333,サービス913
sysa34182,運用中,Linux V6 (SL),-,TKY4F-C9B,awsef000406,東京,2,2,50,法人サービス事業部,BSD1333,サービス914
sysa34191,運用中,Linux V6 (SL),-,TKY4F-C9A,awsef000409,東京,2,2,50,法人サービス事業部,BSD1333,サービス915
sysa34192,運用中,Linux V6 (SL),-,TKY4F-C9B,awsef000202,東京,2,2,50,法人サービス事業部,BSD1333,サービス916
sysa34193,ＳＥ構築中,SuseLinux 11 (64),-,TKY4F-C11A,awsef000267,東京,2,16,85,システム基盤本部,SYS1099,サービス917
sysa34194,ＳＥ構築中,Windows 2008 Server,-,TKY4F-C11B,awsef100162,東京,1,4,240,システム基盤本部,SYS1099,サービス918
sysa34195,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス919
sysa34196,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000402,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス920
sysa34197,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス921
sysa34198,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000254,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス922
sysa34199,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000401,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス923
sysa34200,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000256,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス924
sysa34201,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000403,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス925
sysa34202,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000256,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス926
sysa34203,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス927
sysa34204,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス928
sysa34205,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス929
sysa34206,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス930
sysa34207,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス931
sysa34208,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000256,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス932
sysa34209,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス933
sysa34210,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000402,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス934
sysa34211,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス935
sysa34212,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000256,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス936
sysa34213,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス937
sysa34214,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000256,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス938
sysa34215,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス939
sysa34216,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス940
sysa34217,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス941
sysa34219,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000253,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス942
sysa34220,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス943
sysa34221,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス944
sysa34222,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス945
sysa34223,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス946
sysa34224,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス947
sysa34225,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス948
sysa34226,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000402,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス949
sysa34227,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000253,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス950
sysa34228,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス951
sysa34229,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000401,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス952
sysa34230,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス953
sysa34231,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス954
sysa34232,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス955
sysa34233,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス956
sysa34234,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000402,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス957
sysa34235,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス958
sysa34236,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス959
sysa34237,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000403,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス960
sysa34238,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス961
sysa34239,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス962
sysa34240,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000402,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス963
sysa34241,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス964
sysa34242,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス965
sysa34243,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス966
sysa34244,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス967
sysa34245,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス968
sysa34246,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス969
sysa34247,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス970
sysa34248,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000404,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス971
sysa34249,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000401,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス972
sysa34250,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000402,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス973
sysa34251,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス974
sysa34252,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス975
sysa34253,ＳＥ構築中,Linux V6 (SL),-,TKY4F-C13A,awsef000255,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス976
sysa34254,ＳＥ構築中,Linux V6 (SL),-,TKY4F-C13B,awsef000292,東京,1,2,60,ＩＴシステム本部,SYS1027,サービス977
sysa34255,運用中,Linux V6 (SL),-,vmcloud009,awsef000393,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス978
sysa34256,運用中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス979
sysa34257,運用中,Linux V6 (SL),-,vmcloud009,awsef000425,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス980
sysa34258,運用中,Linux V6 (SL),-,vmcloud010,awsef000394,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス981
sysa34259,運用中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス982
sysa34260,運用中,Linux V6 (SL),-,vmcloud010,awsef000298,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス983
sysa34261,運用中,Linux V6 (SL),-,vmcloud009,awsef000311,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス984
sysa34262,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス985
sysa34263,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス986
sysa34264,運用中,Linux V6 (SL),-,vmcloud010,awsef000306,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス987
sysa34265,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000297,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス988
sysa34266,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000310,東京,1,2,40,ＩＴシステム本部,SYS0242,サービス989
sysa34267,ＳＥ構築中,SuseLinux 11 (64),-,TKY1F-C5A,awsdk510553,大阪,6,26,132,システム基盤本部,SYS1099,サービス990
sysa34268,ＳＥ構築中,SuseLinux 11 (64),-,TKY1F-C5B,awsdk560566,大阪,6,21,1415,システム基盤本部,SYS1099,サービス991
sysa34269,運用中,Linux V6 (SL),-,TKY4F-C18A,awsef100153,東京,1,2,60,システム基盤本部,SYS0125,サービス992
sysa34270,運用中,Linux V6 (SL),-,TKY4F-C18B,awsef000432,東京,1,2,60,システム基盤本部,SYS0125,サービス993
sysa34271,運用中,Linux V6 (SL),-,TKY4F-C13A,awsef000291,東京,1,2,60,システム基盤本部,SYS0125,サービス994
sysa34272,運用中,Linux V6 (SL),-,TKY4F-C13B,awsef000254,東京,1,2,60,システム基盤本部,SYS0125,サービス995
sysa34273,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000429,東京,4,24,80,法人サービス事業部,BSD1333,サービス996
sysa34274,運用中,CentOS 4 (64),-,TKY4F-C19B,awsef000430,東京,4,24,80,法人サービス事業部,BSD1333,サービス997
sysa34275,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000429,東京,4,24,1035,法人サービス事業部,BSD1333,サービス998
sysa34276,運用中,CentOS 4 (64),-,TKY4F-C19B,awsef000420,東京,4,24,1990,法人サービス事業部,BSD1333,サービス999
sysa34277,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000429,東京,4,24,180,法人サービス事業部,BSD1333,サービス1000
sysa34278,運用中,CentOS 4 (64),-,TKY4F-C19B,awsef000430,東京,4,24,180,法人サービス事業部,BSD1333,サービス1001
sysa34279,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000417,東京,4,24,180,法人サービス事業部,BSD1333,サービス1002
sysa34280,運用中,CentOS 4 (64),-,TKY4F-C19B,awsef000420,東京,4,24,180,法人サービス事業部,BSD1333,サービス1003
sysa34281,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000417,東京,2,4,80,法人サービス事業部,BSD1333,サービス1004
sysa34282,運用中,CentOS 4 (64),-,TKY4F-C19B,awsef000430,東京,4,24,435,法人サービス事業部,BSD1333,サービス1005
sysa34283,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000429,東京,4,24,435,法人サービス事業部,BSD1333,サービス1006
sysa34284,運用中,CentOS 4 (64),-,TKY4F-C19B,awsef000420,東京,4,24,180,法人サービス事業部,BSD1333,サービス1007
sysa34285,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000429,東京,4,24,180,法人サービス事業部,BSD1333,サービス1008
sysa34287,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000417,東京,4,12,155,法人サービス事業部,BSD1333,サービス1009
sysa34293,運用中,Linux V6 (SL),-,vmcloud009,awsef000397,東京,1,2,40,法人サービス事業部/法人サービス事業部,BSD1041/BSD1217,サービス1010
sysa34294,運用中,Linux V6 (SL),-,vmcloud010,awsef000394,東京,1,2,40,法人サービス事業部,BSD1041,サービス1011
sysa34295,運用中,Linux V6 (SL),-,vmcloud009,awsef000303,東京,1,2,60,法人サービス事業部,BSD1041,サービス1012
sysa34296,運用中,Linux V6 (SL),-,vmcloud010,awsef000394,東京,1,2,60,法人サービス事業部,BSD1041,サービス1013
sysa34299,運用中,Linux V6 (SL),-,vmcloud009,awsef000297,東京,1,2,40,法人サービス事業部,BSD1041,サービス1014
sysa34300,運用中,Linux V6 (SL),-,vmcloud010,awsef000426,東京,1,2,40,法人サービス事業部,BSD1041,サービス1015
sysa34301,運用中,Linux V6 (SL),-,vmcloud009,awsef000311,東京,1,2,40,法人サービス事業部,BSD1041,サービス1016
sysa34302,運用中,Linux V6 (SL),-,vmcloud010,awsef000302,東京,1,2,40,法人サービス事業部,BSD1041,サービス1017
sysa34303,運用中,Linux V6 (SL),-,vmcloud009,awsef000301,東京,1,2,40,法人サービス事業部,BSD1041,サービス1018
sysa34304,運用中,Linux V6 (SL),-,vmcloud010,awsef000304,東京,1,2,40,法人サービス事業部,BSD1041,サービス1019
sysa34305,ＳＥ構築中,Windows 2008 Server,-,TKY4F-C11A,awsef000265,東京,2,4,40,システム基盤本部,SYS1099,サービス1020
sysa34309,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,2,8,90,ＩＴシステム本部,SYS0250,サービス1021
sysa34315,運用中,Linux V6 (SL),-,vmcloud003,awsdk510453,大阪,1,2,40,システム基盤本部,STD1086,サービス1022
sysa34316,運用中,Linux V6 (SL),-,vmcloud004,awsdk510488,大阪,1,2,40,システム基盤本部,STD1086,サービス1023
sysa34317,運用中,CentOS 4 (64),-,TKY4F-C8A,awsef000273,東京,4,24,1955,ＩＴシステム本部,SYS1200,サービス1024
sysa34318,運用中,CentOS 4 (64),-,TKY4F-C8B,awsef000282,東京,4,24,1955,ＩＴシステム本部,SYS1200,サービス1025
sysa34325,運用中,Linux V6 (SL),MySQL,TKY4F-C18A,awsef100155,東京,1,8,420,システム基盤本部,SYS0125,サービス1026
sysa34326,運用中,Linux V6 (SL),MySQL,TKY4F-C18B,awsef100270,東京,1,8,420,システム基盤本部,SYS0125,サービス1027
sysa34327,運用中,Linux V6 (SL),MySQL,TKY4F-C18A,awsef100157,東京,2,4,400,システム基盤本部,SYS0125,サービス1028
sysa34328,運用中,Linux V6 (SL),MySQL,TKY4F-C18B,awsef100156,東京,2,4,400,システム基盤本部,SYS0125,サービス1029
sysa34329,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000419,東京,4,64,180,ＩＴシステム本部,SYS1200,サービス1030
sysa34330,運用中,CentOS 4 (64),-,TKY4F-C19B,awsef100288,東京,4,64,180,ＩＴシステム本部,SYS1200,サービス1031
sysa34331,運用中,CentOS 4 (64),-,TKY4F-C19A,awsef000147,東京,4,64,180,ＩＴシステム本部,SYS1200,サービス1032
sysa34332,運用中,Linux V6 (SL),-,vmcloud004,awsdk510486,大阪,1,1,30,法人サービス事業部,BSD1622,サービス1033
sysa34337,運用中,Linux V6 (SL),-,TKY4F-C9A,awsef000179,東京,1,2,40,法人サービス事業部,SOH0058,サービス1034
sysa34338,運用中,Linux V6 (SL),-,TKY4F-C9B,awsef100184,東京,1,2,40,法人サービス事業部,SOH0058,サービス1035
sysa34339,運用中,Linux V6 (SL),-,TKY4F-C9A,awsef000179,東京,1,2,40,法人サービス事業部,SOH0058,サービス1036
sysa34340,ＳＥ構築中,Linux V6 (RHEL),-,TKY1F-C4B,awsdk510550,大阪,1,4,50,システム基盤本部,SYS0257,サービス1037
sysa34341,運用中,Linux V6 (SL),-,vmcloud101,awseb100723,東京,2,8,60,システム基盤本部,STD1086,サービス1038
sysa34342,運用中,Linux V6 (SL),-,vmcloud102,awseb100716,東京,2,8,60,システム基盤本部,STD1086,サービス1039
sysa34343,運用中,Linux V6 (SL),-,vmcloud101,awseb100723,東京,2,8,60,システム基盤本部,STD1086,サービス1040
sysa34344,運用中,Linux V6 (SL),-,vmcloud102,awseb100716,東京,2,8,60,システム基盤本部,STD1086,サービス1041
sysa34345,運用中,Linux V6 (RHEL),-,tmp-gigavue,awsef100123,東京,2,2,40,法人サービス事業部,BSD1474,サービス1042
sysa34347,運用中,Linux V6 (RHEL),-,tmp-gigavue,awsef100123,東京,2,4,100,法人サービス事業部,BSD1474,サービス1043
sysa34349,運用中,Linux V6 (RHEL),-,tmp-gigavue,awsef100123,東京,2,4,40,法人サービス事業部,BSD1474,サービス1044
sysa34354,ＳＥ構築中,Linux V6 (SL),-,TKY1F-C4B,awsdk510552,大阪,1,4,50,システム基盤本部,SYS0257,サービス1045
sysa34355,運用中,SuseLinux 11 (64),-,TKY1F-C5A,awsdk560565,大阪,2,8,80,システム基盤本部,SYS1099,サービス1046
sysa34357,運用中,Linux V6 (SL),-,vmcloud101,awseb100723,東京,1,2,40,システム基盤本部,STD1086,サービス1047
sysa34358,運用中,Linux V6 (SL),-,vmcloud102,awseb100724,東京,1,2,40,システム基盤本部,STD1086,サービス1048
sysa34359,運用中,Linux V6 (SL),-,vmcloud101,awseb100723,東京,2,8,50,システム基盤本部,SYS1220,サービス1049
sysa34360,運用中,Linux V6 (SL),-,vmcloud102,awseb100724,東京,2,8,50,システム基盤本部,SYS1220,サービス1050
sysa34361,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,1,2,40,システム基盤本部,STD1086,サービス1051
sysa34362,運用中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,1,2,40,システム基盤本部,STD1086,サービス1052
sysa34363,運用中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,1,2,40,システム基盤本部,STD1086,サービス1053
sysa34364,運用中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,1,2,40,システム基盤本部,STD1086,サービス1054
sysa34365,運用中,Windows 2008 Server,-,TKY1F-C5A,awsdk560563,大阪,2,8,200,システム基盤本部,SYS1099,サービス1055
sysa34366,ＳＥ構築中,Windows 2008 Server,-,TKY1F-C5B,awsdk560564,大阪,2,8,200,システム基盤本部,SYS1099,サービス1056
sysa34369,ＳＥ構築中,Linux V6 (SL),MySQL,TKY4F-C13A,awsef000291,東京,1,2,70,システム基盤本部,SYS1167,サービス1057
